ID,When,Type,Alberta,ModifiedDate
97969,08-01-2019 12:00:00 AM,Conventional Oil,2817250.1,09-30-2021 11:18:17 AM
97970,08-01-2019 12:00:00 AM,Non-Conventional Oil,14985923.8,09-30-2021 11:18:17 AM
97971,08-01-2019 12:00:00 AM,Natural Gas,8702985600,09-30-2021 11:18:17 AM
97972,09-01-2019 12:00:00 AM,Non-Conventional Oil,14039449.6,09-30-2021 11:18:17 AM
97973,09-01-2019 12:00:00 AM,Conventional Oil,2708799.9,09-30-2021 11:18:17 AM
97974,09-01-2019 12:00:00 AM,Natural Gas,8263800200,09-30-2021 11:18:17 AM
97975,10-01-2019 12:00:00 AM,Conventional Oil,2802447.1,09-30-2021 11:18:17 AM
97976,10-01-2019 12:00:00 AM,Natural Gas,8818772900,09-30-2021 11:18:17 AM
97977,10-01-2019 12:00:00 AM,Non-Conventional Oil,14242119,09-30-2021 11:18:17 AM
97978,11-01-2019 12:00:00 AM,Non-Conventional Oil,14242021.6,09-30-2021 11:18:17 AM
97979,11-01-2019 12:00:00 AM,Natural Gas,8749348900,09-30-2021 11:18:17 AM
97980,11-01-2019 12:00:00 AM,Conventional Oil,2804337.8,09-30-2021 11:18:17 AM
97981,12-01-2019 12:00:00 AM,Non-Conventional Oil,15504612.4,09-30-2021 11:18:17 AM
97982,12-01-2019 12:00:00 AM,Natural Gas,9157734000,09-30-2021 11:18:17 AM
97983,12-01-2019 12:00:00 AM,Conventional Oil,2910404.8,09-30-2021 11:18:17 AM
97984,01-01-2020 12:00:00 AM,Conventional Oil,2782871,09-30-2021 11:18:17 AM
97985,01-01-2020 12:00:00 AM,Non-Conventional Oil,14983601.1,09-30-2021 11:18:17 AM
97986,01-01-2020 12:00:00 AM,Natural Gas,8692327800,09-30-2021 11:18:17 AM
97987,02-01-2020 12:00:00 AM,Non-Conventional Oil,14135932,09-30-2021 11:18:17 AM
97988,02-01-2020 12:00:00 AM,Natural Gas,8359921400,09-30-2021 11:18:17 AM
97989,02-01-2020 12:00:00 AM,Conventional Oil,2724764.4,09-30-2021 11:18:17 AM
97990,03-01-2020 12:00:00 AM,Natural Gas,8779060200,09-30-2021 11:18:17 AM
97991,03-01-2020 12:00:00 AM,Non-Conventional Oil,14837905.8,09-30-2021 11:18:17 AM
97992,03-01-2020 12:00:00 AM,Conventional Oil,2835731.6,09-30-2021 11:18:17 AM
97993,04-01-2020 12:00:00 AM,Natural Gas,8314961900,09-30-2021 11:18:17 AM
97994,04-01-2020 12:00:00 AM,Non-Conventional Oil,12458925.4,09-30-2021 11:18:17 AM
97995,04-01-2020 12:00:00 AM,Conventional Oil,2306739.8,09-30-2021 11:18:17 AM
97996,05-01-2020 12:00:00 AM,Natural Gas,8397966800,09-30-2021 11:18:17 AM
97997,05-01-2020 12:00:00 AM,Conventional Oil,1982695.1,09-30-2021 11:18:17 AM
97998,05-01-2020 12:00:00 AM,Non-Conventional Oil,12270285.3,09-30-2021 11:18:17 AM
97999,06-01-2020 12:00:00 AM,Natural Gas,8048516199,09-30-2021 11:18:17 AM
98000,06-01-2020 12:00:00 AM,Non-Conventional Oil,12660578,09-30-2021 11:18:17 AM
98001,06-01-2020 12:00:00 AM,Conventional Oil,2164051.3,09-30-2021 11:18:17 AM
98002,07-01-2020 12:00:00 AM,Natural Gas,8263358899,09-30-2021 11:18:17 AM
98003,07-01-2020 12:00:00 AM,Non-Conventional Oil,12973088.9,09-30-2021 11:18:17 AM
98004,07-01-2020 12:00:00 AM,Conventional Oil,2361594.6,09-30-2021 11:18:17 AM
98005,08-01-2020 12:00:00 AM,Natural Gas,8286585600,09-30-2021 11:18:17 AM
98006,08-01-2020 12:00:00 AM,Non-Conventional Oil,12564510.2,09-30-2021 11:18:17 AM
98007,08-01-2020 12:00:00 AM,Conventional Oil,2435018.8,09-30-2021 11:18:17 AM
98008,09-01-2020 12:00:00 AM,Natural Gas,7894861600,09-30-2021 11:18:17 AM
98009,09-01-2020 12:00:00 AM,Non-Conventional Oil,12670770.4,09-30-2021 11:18:17 AM
98010,09-01-2020 12:00:00 AM,Conventional Oil,2296290.8,09-30-2021 11:18:17 AM
98011,10-01-2020 12:00:00 AM,Conventional Oil,2443251.7,09-30-2021 11:18:17 AM
98012,10-01-2020 12:00:00 AM,Non-Conventional Oil,14007060.6,09-30-2021 11:18:17 AM
98013,10-01-2020 12:00:00 AM,Natural Gas,8525690900,09-30-2021 11:18:17 AM
98014,11-01-2020 12:00:00 AM,Conventional Oil,2381602.6,09-30-2021 11:18:17 AM
98015,11-01-2020 12:00:00 AM,Non-Conventional Oil,15059901.4,09-30-2021 11:18:17 AM
98016,11-01-2020 12:00:00 AM,Natural Gas,8409946300,09-30-2021 11:18:17 AM
98017,12-01-2020 12:00:00 AM,Non-Conventional Oil,16293414.4,09-30-2021 11:18:17 AM
98018,12-01-2020 12:00:00 AM,Conventional Oil,2453353.9,09-30-2021 11:18:17 AM
98019,12-01-2020 12:00:00 AM,Natural Gas,8747490200,09-30-2021 11:18:17 AM
98020,01-01-2021 12:00:00 AM,Natural Gas,8670717400,09-30-2021 11:18:17 AM
98021,01-01-2021 12:00:00 AM,Non-Conventional Oil,16011452.4,09-30-2021 11:18:17 AM
98022,01-01-2021 12:00:00 AM,Conventional Oil,2402388.8,09-30-2021 11:18:17 AM
98023,02-01-2021 12:00:00 AM,Natural Gas,7589075700,09-30-2021 11:18:17 AM
98024,02-01-2021 12:00:00 AM,Conventional Oil,2105459.6,09-30-2021 11:18:17 AM
98025,02-01-2021 12:00:00 AM,Non-Conventional Oil,13794452.7,09-30-2021 11:18:17 AM
98026,03-01-2021 12:00:00 AM,Natural Gas,8854916400,09-30-2021 11:18:17 AM
98027,03-01-2021 12:00:00 AM,Non-Conventional Oil,15414226.7,09-30-2021 11:18:17 AM
98028,03-01-2021 12:00:00 AM,Conventional Oil,2449641.1,09-30-2021 11:18:17 AM
98029,04-01-2021 12:00:00 AM,Natural Gas,8618003100,09-30-2021 11:18:17 AM
98030,04-01-2021 12:00:00 AM,Conventional Oil,2441556.2,09-30-2021 11:18:17 AM
98031,04-01-2021 12:00:00 AM,Non-Conventional Oil,13335507.5,09-30-2021 11:18:17 AM
98032,05-01-2021 12:00:00 AM,Conventional Oil,2464074.8,09-30-2021 11:18:17 AM
98033,05-01-2021 12:00:00 AM,Non-Conventional Oil,14041938.8,09-30-2021 11:18:17 AM
98034,05-01-2021 12:00:00 AM,Natural Gas,8746251800,09-30-2021 11:18:17 AM
98035,06-01-2021 12:00:00 AM,Natural Gas,8387927100,09-30-2021 11:18:17 AM
98036,06-01-2021 12:00:00 AM,Non-Conventional Oil,14788685.8,09-30-2021 11:18:17 AM
98037,06-01-2021 12:00:00 AM,Conventional Oil,2352852.1,09-30-2021 11:18:17 AM
98038,07-01-2021 12:00:00 AM,Conventional Oil,2510053.6,09-30-2021 11:18:17 AM
98039,07-01-2021 12:00:00 AM,Natural Gas,8861970099,09-30-2021 11:18:17 AM
98040,07-01-2021 12:00:00 AM,Non-Conventional Oil,15575757.6,09-30-2021 11:18:17 AM
98041,08-01-2021 12:00:00 AM,Natural Gas,8980706500,09-30-2021 11:18:17 AM
98042,08-01-2021 12:00:00 AM,Conventional Oil,2585534,09-30-2021 11:18:17 AM
98043,08-01-2021 12:00:00 AM,Non-Conventional Oil,15214752.4,09-30-2021 11:18:17 AM
98044,01-01-2007 12:00:00 AM,Total,8312276.6,09-30-2021 11:18:17 AM
98045,02-01-2007 12:00:00 AM,Total,7865487,09-30-2021 11:18:17 AM
98046,03-01-2007 12:00:00 AM,Total,8785947.3,09-30-2021 11:18:17 AM
98047,04-01-2007 12:00:00 AM,Total,8030452.2,09-30-2021 11:18:17 AM
98048,05-01-2007 12:00:00 AM,Total,8075145.4,09-30-2021 11:18:17 AM
98049,06-01-2007 12:00:00 AM,Total,7609870.7,09-30-2021 11:18:17 AM
98050,07-01-2007 12:00:00 AM,Total,8485180.7,09-30-2021 11:18:17 AM
98051,08-01-2007 12:00:00 AM,Total,9188253.8,09-30-2021 11:18:17 AM
98052,09-01-2007 12:00:00 AM,Total,8501054.6,09-30-2021 11:18:17 AM
98053,10-01-2007 12:00:00 AM,Total,8921739.5,09-30-2021 11:18:17 AM
98054,11-01-2007 12:00:00 AM,Total,8481796.9,09-30-2021 11:18:17 AM
98055,12-01-2007 12:00:00 AM,Total,8021151.9,09-30-2021 11:18:17 AM
98056,01-01-2008 12:00:00 AM,Total,8480339.4,09-30-2021 11:18:17 AM
98057,02-01-2008 12:00:00 AM,Total,7758581.2,09-30-2021 11:18:17 AM
98058,03-01-2008 12:00:00 AM,Total,8512679,09-30-2021 11:18:17 AM
98059,04-01-2008 12:00:00 AM,Total,7903152.3,09-30-2021 11:18:17 AM
98060,05-01-2008 12:00:00 AM,Total,7718077.6,09-30-2021 11:18:17 AM
98061,06-01-2008 12:00:00 AM,Total,7992482,09-30-2021 11:18:17 AM
98062,07-01-2008 12:00:00 AM,Total,8762903.9,09-30-2021 11:18:17 AM
98063,08-01-2008 12:00:00 AM,Total,8893836.8,09-30-2021 11:18:17 AM
98064,09-01-2008 12:00:00 AM,Total,8237595.9,09-30-2021 11:18:17 AM
98065,10-01-2008 12:00:00 AM,Total,8576642.6,09-30-2021 11:18:17 AM
98066,11-01-2008 12:00:00 AM,Total,8607430.8,09-30-2021 11:18:17 AM
98067,12-01-2008 12:00:00 AM,Total,8721876.8,09-30-2021 11:18:17 AM
98068,01-01-2009 12:00:00 AM,Total,8615211.5,09-30-2021 11:18:17 AM
98069,02-01-2009 12:00:00 AM,Total,8122113.5,09-30-2021 11:18:17 AM
98070,03-01-2009 12:00:00 AM,Total,8627655.6,09-30-2021 11:18:17 AM
98071,04-01-2009 12:00:00 AM,Total,7943344.6,09-30-2021 11:18:17 AM
98072,05-01-2009 12:00:00 AM,Total,8480455.5,09-30-2021 11:18:17 AM
98073,06-01-2009 12:00:00 AM,Total,8708502.3,09-30-2021 11:18:17 AM
98074,07-01-2009 12:00:00 AM,Total,9376165.2,09-30-2021 11:18:17 AM
98075,08-01-2009 12:00:00 AM,Total,9168735.4,09-30-2021 11:18:17 AM
98076,09-01-2009 12:00:00 AM,Total,8627569.1,09-30-2021 11:18:17 AM
98077,10-01-2009 12:00:00 AM,Total,9236907.8,09-30-2021 11:18:17 AM
98078,11-01-2009 12:00:00 AM,Total,9258163,09-30-2021 11:18:17 AM
98079,12-01-2009 12:00:00 AM,Total,8819844.6,09-30-2021 11:18:17 AM
98080,01-01-2010 12:00:00 AM,Total,8246703.5,09-30-2021 11:18:17 AM
98081,02-01-2010 12:00:00 AM,Total,8347509.7,09-30-2021 11:18:17 AM
98082,03-01-2010 12:00:00 AM,Total,9276472,09-30-2021 11:18:17 AM
98083,04-01-2010 12:00:00 AM,Total,8946908.5,09-30-2021 11:18:17 AM
98084,05-01-2010 12:00:00 AM,Total,9632583.9,09-30-2021 11:18:17 AM
98085,06-01-2010 12:00:00 AM,Total,9533384.2,09-30-2021 11:18:17 AM
98086,07-01-2010 12:00:00 AM,Total,9858765.2,09-30-2021 11:18:17 AM
98087,08-01-2010 12:00:00 AM,Total,9796212.7,09-30-2021 11:18:17 AM
98088,09-01-2010 12:00:00 AM,Total,8842852.9,09-30-2021 11:18:17 AM
98089,10-01-2010 12:00:00 AM,Total,9529003,09-30-2021 11:18:17 AM
98090,11-01-2010 12:00:00 AM,Total,10065848,09-30-2021 11:18:17 AM
98091,12-01-2010 12:00:00 AM,Total,10629248.8,09-30-2021 11:18:17 AM
98092,01-01-2011 12:00:00 AM,Total,10124553.8,09-30-2021 11:18:17 AM
98093,02-01-2011 12:00:00 AM,Total,9336607.2,09-30-2021 11:18:17 AM
98094,03-01-2011 12:00:00 AM,Total,10162448.8,09-30-2021 11:18:17 AM
98095,04-01-2011 12:00:00 AM,Total,9841120,09-30-2021 11:18:17 AM
98096,05-01-2011 12:00:00 AM,Total,8894393.1,09-30-2021 11:18:17 AM
98097,06-01-2011 12:00:00 AM,Total,9467866.8,09-30-2021 11:18:17 AM
98098,07-01-2011 12:00:00 AM,Total,10678016.4,09-30-2021 11:18:17 AM
98099,08-01-2011 12:00:00 AM,Total,11206204.4,09-30-2021 11:18:17 AM
98100,09-01-2011 12:00:00 AM,Total,10475752.6,09-30-2021 11:18:17 AM
98101,10-01-2011 12:00:00 AM,Total,11095033.5,09-30-2021 11:18:17 AM
98102,11-01-2011 12:00:00 AM,Total,10613176.1,09-30-2021 11:18:17 AM
98103,12-01-2011 12:00:00 AM,Total,11490997.4,09-30-2021 11:18:17 AM
98104,01-01-2012 12:00:00 AM,Total,11513451.4,09-30-2021 11:18:17 AM
98105,02-01-2012 12:00:00 AM,Total,10576429.5,09-30-2021 11:18:17 AM
98106,03-01-2012 12:00:00 AM,Total,10837999.7,09-30-2021 11:18:17 AM
98107,04-01-2012 12:00:00 AM,Total,10951182.1,09-30-2021 11:18:17 AM
98108,05-01-2012 12:00:00 AM,Total,11236281.5,09-30-2021 11:18:17 AM
98109,06-01-2012 12:00:00 AM,Total,10956109.2,09-30-2021 11:18:17 AM
98110,07-01-2012 12:00:00 AM,Total,12013386.7,09-30-2021 11:18:17 AM
98111,08-01-2012 12:00:00 AM,Total,11943695.9,09-30-2021 11:18:17 AM
98112,09-01-2012 12:00:00 AM,Total,11207073.6,09-30-2021 11:18:17 AM
98113,10-01-2012 12:00:00 AM,Total,11896453.2,09-30-2021 11:18:17 AM
98114,11-01-2012 12:00:00 AM,Total,11631158.4,09-30-2021 11:18:17 AM
98115,12-01-2012 12:00:00 AM,Total,12854313.1,09-30-2021 11:18:17 AM
98116,01-01-2013 12:00:00 AM,Total,12465288,09-30-2021 11:18:17 AM
98117,02-01-2013 12:00:00 AM,Total,11313128.9,09-30-2021 11:18:17 AM
98118,03-01-2013 12:00:00 AM,Total,12691833.2,09-30-2021 11:18:17 AM
98119,04-01-2013 12:00:00 AM,Total,11587352,09-30-2021 11:18:17 AM
98120,05-01-2013 12:00:00 AM,Total,10938923.1,09-30-2021 11:18:17 AM
98121,06-01-2013 12:00:00 AM,Total,11425895.4,09-30-2021 11:18:17 AM
98122,07-01-2013 12:00:00 AM,Total,12330313.7,09-30-2021 11:18:17 AM
98123,08-01-2013 12:00:00 AM,Total,13245531.9,09-30-2021 11:18:17 AM
98124,09-01-2013 12:00:00 AM,Total,12222646,09-30-2021 11:18:17 AM
98125,10-01-2013 12:00:00 AM,Total,12922870.9,09-30-2021 11:18:17 AM
98126,11-01-2013 12:00:00 AM,Total,12958834,09-30-2021 11:18:17 AM
98127,12-01-2013 12:00:00 AM,Total,13621180.2,09-30-2021 11:18:17 AM
98128,01-01-2014 12:00:00 AM,Total,13441189.7,09-30-2021 11:18:17 AM
98129,02-01-2014 12:00:00 AM,Total,12058576.7,09-30-2021 11:18:17 AM
98130,03-01-2014 12:00:00 AM,Total,13805867,09-30-2021 11:18:17 AM
98131,04-01-2014 12:00:00 AM,Total,12920610.2,09-30-2021 11:18:17 AM
98132,05-01-2014 12:00:00 AM,Total,12962509.1,09-30-2021 11:18:17 AM
98133,06-01-2014 12:00:00 AM,Total,13058020,09-30-2021 11:18:17 AM
98134,07-01-2014 12:00:00 AM,Total,13713555.7,09-30-2021 11:18:17 AM
98135,08-01-2014 12:00:00 AM,Total,13763029.6,09-30-2021 11:18:17 AM
98136,09-01-2014 12:00:00 AM,Total,13246542.5,09-30-2021 11:18:17 AM
98137,10-01-2014 12:00:00 AM,Total,14368461,09-30-2021 11:18:17 AM
98138,11-01-2014 12:00:00 AM,Total,13538583.6,09-30-2021 11:18:17 AM
98139,12-01-2014 12:00:00 AM,Total,14382043.3,09-30-2021 11:18:17 AM
98140,01-01-2015 12:00:00 AM,Total,14611236.2,09-30-2021 11:18:17 AM
98141,02-01-2015 12:00:00 AM,Total,13692308.3,09-30-2021 11:18:17 AM
98142,03-01-2015 12:00:00 AM,Total,14848349.9,09-30-2021 11:18:17 AM
98143,04-01-2015 12:00:00 AM,Total,13027962.7,09-30-2021 11:18:17 AM
98144,05-01-2015 12:00:00 AM,Total,12460771.1,09-30-2021 11:18:17 AM
98145,06-01-2015 12:00:00 AM,Total,13212157.6,09-30-2021 11:18:17 AM
98146,07-01-2015 12:00:00 AM,Total,15336037.1,09-30-2021 11:18:17 AM
98147,08-01-2015 12:00:00 AM,Total,15851754,09-30-2021 11:18:17 AM
98148,09-01-2015 12:00:00 AM,Total,13031880.8,09-30-2021 11:18:17 AM
98149,10-01-2015 12:00:00 AM,Total,14421864.7,09-30-2021 11:18:17 AM
98150,11-01-2015 12:00:00 AM,Total,14501472.4,09-30-2021 11:18:17 AM
98151,12-01-2015 12:00:00 AM,Total,15165173.9,09-30-2021 11:18:17 AM
98152,01-01-2016 12:00:00 AM,Total,15004532.3,09-30-2021 11:18:17 AM
98153,02-01-2016 12:00:00 AM,Total,13890291.2,09-30-2021 11:18:17 AM
98154,03-01-2016 12:00:00 AM,Total,14746503.8,09-30-2021 11:18:17 AM
98155,04-01-2016 12:00:00 AM,Total,12731351.9,09-30-2021 11:18:17 AM
98156,05-01-2016 12:00:00 AM,Total,10164682.3,09-30-2021 11:18:17 AM
98157,06-01-2016 12:00:00 AM,Total,11535126.3,09-30-2021 11:18:17 AM
98158,07-01-2016 12:00:00 AM,Total,14561605.1,09-30-2021 11:18:17 AM
98159,08-01-2016 12:00:00 AM,Total,15148470.5,09-30-2021 11:18:17 AM
98160,09-01-2016 12:00:00 AM,Total,14576097.9,09-30-2021 11:18:17 AM
98161,10-01-2016 12:00:00 AM,Total,15301684.7,09-30-2021 11:18:17 AM
98162,11-01-2016 12:00:00 AM,Total,15832991,09-30-2021 11:18:17 AM
98163,12-01-2016 12:00:00 AM,Total,15602929.9,09-30-2021 11:18:17 AM
98164,01-01-2017 12:00:00 AM,Total,16160205.8,09-30-2021 11:18:17 AM
98165,02-01-2017 12:00:00 AM,Total,14795390,09-30-2021 11:18:17 AM
98166,03-01-2017 12:00:00 AM,Total,15255693.2,09-30-2021 11:18:17 AM
98167,04-01-2017 12:00:00 AM,Total,13275349.1,09-30-2021 11:18:17 AM
98168,05-01-2017 12:00:00 AM,Total,14279595,09-30-2021 11:18:17 AM
98169,06-01-2017 12:00:00 AM,Total,14292497.5,09-30-2021 11:18:17 AM
98170,07-01-2017 12:00:00 AM,Total,15766302.9,09-30-2021 11:18:17 AM
98171,08-01-2017 12:00:00 AM,Total,16785968.4,09-30-2021 11:18:17 AM
98172,09-01-2017 12:00:00 AM,Total,15346043.4,09-30-2021 11:18:17 AM
98173,10-01-2017 12:00:00 AM,Total,15326635.9,09-30-2021 11:18:17 AM
98174,11-01-2017 12:00:00 AM,Total,16279496.2,09-30-2021 11:18:17 AM
98175,12-01-2017 12:00:00 AM,Total,17181003.5,09-30-2021 11:18:17 AM
98176,01-01-2018 12:00:00 AM,Total,16396596.9,09-30-2021 11:18:17 AM
98177,02-01-2018 12:00:00 AM,Total,15294790.6,09-30-2021 11:18:17 AM
98178,03-01-2018 12:00:00 AM,Total,17088041.6,09-30-2021 11:18:17 AM
98179,04-01-2018 12:00:00 AM,Total,15092637.8,09-30-2021 11:18:17 AM
98180,05-01-2018 12:00:00 AM,Total,16635723.7,09-30-2021 11:18:17 AM
98181,06-01-2018 12:00:00 AM,Total,16171363.8,09-30-2021 11:18:17 AM
98182,07-01-2018 12:00:00 AM,Total,17189657.6,09-30-2021 11:18:17 AM
98183,08-01-2018 12:00:00 AM,Total,18378323.2,09-30-2021 11:18:17 AM
98184,09-01-2018 12:00:00 AM,Total,16399990.7,09-30-2021 11:18:17 AM
98185,10-01-2018 12:00:00 AM,Total,18054493.4,09-30-2021 11:18:17 AM
98186,11-01-2018 12:00:00 AM,Total,17769011,09-30-2021 11:18:17 AM
98187,12-01-2018 12:00:00 AM,Total,18120632.9,09-30-2021 11:18:17 AM
98188,01-01-2019 12:00:00 AM,Total,16802184,09-30-2021 11:18:17 AM
98189,02-01-2019 12:00:00 AM,Total,15297976.8,09-30-2021 11:18:17 AM
98190,03-01-2019 12:00:00 AM,Total,17110515.3,09-30-2021 11:18:17 AM
98191,04-01-2019 12:00:00 AM,Total,16969581,09-30-2021 11:18:17 AM
98192,05-01-2019 12:00:00 AM,Total,16692064,09-30-2021 11:18:17 AM
98193,06-01-2019 12:00:00 AM,Total,16886632.2,09-30-2021 11:18:17 AM
98194,07-01-2019 12:00:00 AM,Total,17651423.4,09-30-2021 11:18:17 AM
98195,08-01-2019 12:00:00 AM,Total,17803173.9,09-30-2021 11:18:17 AM
98196,09-01-2019 12:00:00 AM,Total,16748249.5,09-30-2021 11:18:17 AM
98197,10-01-2019 12:00:00 AM,Total,17044566.1,09-30-2021 11:18:17 AM
98198,11-01-2019 12:00:00 AM,Total,17046359.4,09-30-2021 11:18:17 AM
98199,12-01-2019 12:00:00 AM,Total,18415017.2,09-30-2021 11:18:17 AM
98200,01-01-2020 12:00:00 AM,Total,17766472.1,09-30-2021 11:18:17 AM
98201,02-01-2020 12:00:00 AM,Total,16860696.4,09-30-2021 11:18:17 AM
98202,03-01-2020 12:00:00 AM,Total,17673637.4,09-30-2021 11:18:17 AM
98203,04-01-2020 12:00:00 AM,Total,14765665.2,09-30-2021 11:18:17 AM
98204,05-01-2020 12:00:00 AM,Total,14252980.4,09-30-2021 11:18:17 AM
98205,06-01-2020 12:00:00 AM,Total,14824629.3,09-30-2021 11:18:17 AM
98206,07-01-2020 12:00:00 AM,Total,15334683.5,09-30-2021 11:18:17 AM
98207,08-01-2020 12:00:00 AM,Total,14999529,09-30-2021 11:18:17 AM
98208,09-01-2020 12:00:00 AM,Total,14967061.2,09-30-2021 11:18:17 AM
98209,10-01-2020 12:00:00 AM,Total,16450312.3,09-30-2021 11:18:17 AM
98210,11-01-2020 12:00:00 AM,Total,17441504,09-30-2021 11:18:17 AM
98211,12-01-2020 12:00:00 AM,Total,18746768.3,09-30-2021 11:18:17 AM
98212,01-01-2021 12:00:00 AM,Total,18413841.2,09-30-2021 11:18:17 AM
98213,02-01-2021 12:00:00 AM,Total,15899912.3,09-30-2021 11:18:17 AM
98214,03-01-2021 12:00:00 AM,Total,17863867.8,09-30-2021 11:18:17 AM
98215,04-01-2021 12:00:00 AM,Total,15777063.7,09-30-2021 11:18:17 AM
98216,05-01-2021 12:00:00 AM,Total,16506013.6,09-30-2021 11:18:17 AM
98217,06-01-2021 12:00:00 AM,Total,17141537.9,09-30-2021 11:18:17 AM
98218,07-01-2021 12:00:00 AM,Total,18085811.2,09-30-2021 11:18:17 AM
98219,08-01-2021 12:00:00 AM,Total,17800286.4,09-30-2021 11:18:17 AM
